id,title,type,release_year,runtime,genres,seasons,imdb_score,tmdb_score
ts90356,Terrace House: Tokyo 2019-2020,SHOW,2019,44,"['reality', 'drama']",4.0,7.4,6.8
ts88721,Special,SHOW,2019,30,"['comedy', 'drama']",2.0,7.6,6.5
ts269157,Room 2806: The Accusation,SHOW,2020,49,"['documentation', 'crime']",1.0,7.0,6.9
ts121489,Two Sentence Horror Stories,SHOW,2019,22,"['horror', 'thriller', 'drama']",4.0,5.6,5.75
tm436630,10 Minutes Gone,MOVIE,2019,89,"['thriller', 'crime', 'action']",,3.6,5.5
tm502532,Fantastic Fungi,MOVIE,2019,81,['documentation'],,7.4,7.2
tm887052,Father Soldier Son,MOVIE,2020,99,"['war', 'documentation']",,7.3,"6,337"
ts221851,The Lies Within,SHOW,2019,60,"['thriller', 'drama', 'crime']",1.0,7.0,6.9
tm498034,The Last Blockbuster,MOVIE,2020,86,['documentation'],,6.7,"6,479"
tm466255,Kevin Hart: Irresponsible,MOVIE,2019,60,['comedy'],,6.5,6.7
ts255926,Dash & Lily,SHOW,2020,25,"['comedy', 'drama', 'romance']",1.0,7.5,"8,065"
tm845437,Disclosure,MOVIE,2020,108,['documentation'],,8.2,"8,022"
ts129445,The Spy,SHOW,2019,53,"['drama', 'history']",1.0,7.9,"7,517"
tm935895,The Life Ahead,MOVIE,2020,94,"['drama', 'european']",,6.8,6.7
tm452996,"Ken Jeong: You Complete Me, Ho",MOVIE,2019,62,['comedy'],,5.7,6.0
ts88909,Glow Up: Britain's Next Make-Up Star,SHOW,2019,54,['reality'],4.0,6.9,6.6
ts256297,The Devil Punisher,SHOW,2020,70,"['scifi', 'fantasy', 'romance']",1.0,5.8,7.2
tm916997,Work It,MOVIE,2020,93,"['comedy', 'music']",,6.1,7.6
tm892081,Eric Andre: Legalize Everything,MOVIE,2020,52,['comedy'],,6.2,"6,107"
ts252166,Private Lives,SHOW,2020,67,"['action', 'crime', 'romance', 'thriller', 'drama']",1.0,6.5,5.8
ts215683,The Untamed,SHOW,2019,44,"['action', 'drama', 'fantasy', 'horror', 'romance', 'comedy']",1.0,8.8,8.3
tm443186,Generation Iron 3,MOVIE,2019,75,['documentation'],,5.9,6.6
ts225101,Start-Up,SHOW,2020,80,"['drama', 'comedy', 'romance']",1.0,8.0,"8,444"
tm484989,The Influence,MOVIE,2019,99,"['documentation', 'horror', 'european']",,4.6,"4,812"
tm453098,Svaha: The Sixth Finger,MOVIE,2019,122,"['thriller', 'crime', 'horror']",,6.2,"6,563"
ts90980,It's Bruno!,SHOW,2019,15,['comedy'],1.0,7.5,6.7
tm824331,Can You Keep a Secret?,MOVIE,2019,94,"['romance', 'comedy']",,5.3,6.5
ts226468,Summertime,SHOW,2020,43,"['drama', 'romance']",3.0,6.1,6.9
tm423140,Avengement,MOVIE,2019,88,"['action', 'crime', 'thriller']",,6.6,6.8
ts258169,Holiday Home Makeover with Mr. Christmas,SHOW,2020,38,['reality'],1.0,5.9,6.7
tm464351,The Last Thing He Wanted,MOVIE,2020,116,"['drama', 'thriller', 'crime']",,4.3,4.9
ts224891,Followers,SHOW,2020,40,"['drama', 'comedy']",1.0,,7.0
tm461829,The Hard Way,MOVIE,2019,92,"['action', 'thriller']",,4.8,5.5
ts89282,Toy Boy,SHOW,2019,61,"['drama', 'thriller', 'action', 'crime']",2.0,6.5,"7,671"
tm843444,Da 5 Bloods,MOVIE,2020,156,"['drama', 'war']",,6.5,"6,555"
tm821789,Mank,MOVIE,2020,131,"['comedy', 'drama', 'history']",,6.8,"6,761"
tm820116,Street Flow,MOVIE,2019,95,"['drama', 'crime']",,6.4,7.0
ts215378,Love 101,SHOW,2020,46,"['comedy', 'drama', 'romance']",2.0,7.4,8.03
ts86165,The Society,SHOW,2019,56,"['drama', 'scifi', 'thriller']",1.0,7.1,7.64
tm849022,Hillbilly Elegy,MOVIE,2020,117,['drama'],,6.7,6.8
tm886464,The Wrong Missy,MOVIE,2020,90,"['romance', 'comedy']",,5.7,6.2
ts251779,Missing: The Other Side,SHOW,2020,67,"['thriller', 'scifi', 'drama', 'fantasy']",2.0,7.8,6.8
ts251560,Do Do Sol Sol La La Sol,SHOW,2020,60,"['drama', 'comedy', 'romance', 'music']",1.0,7.3,6.7
tm881859,A Secret Love,MOVIE,2020,83,"['documentation', 'drama']",,7.8,7.4
ts190462,Gentefied,SHOW,2020,30,"['comedy', 'drama']",2.0,7.5,7.5
ts89679,A Thousand Goodnights,SHOW,2019,71,['drama'],1.0,7.0,5.1
tm368350,Jonaki,MOVIE,2019,90,"['drama', 'european']",,6.8,6.2
ts223238,My Holo Love,SHOW,2020,53,"['scifi', 'drama', 'romance']",1.0,7.6,8.6
tm948607,Midnight at the Magnolia,MOVIE,2020,87,"['comedy', 'romance']",,5.8,6.3
ts225912,Biohackers,SHOW,2020,42,"['action', 'thriller', 'drama', 'scifi']",2.0,6.8,"7,419"
ts226403,The Circle Brazil,SHOW,2020,50,['reality'],1.0,6.8,"6,409"
tm470560,Circus of Books,MOVIE,2020,92,"['documentation', 'history']",,7.1,7.0
tm461349,Stars in the Sky: A Hunting Story,MOVIE,2020,69,['documentation'],,7.2,4.8
tm847085,The Social Dilemma,MOVIE,2020,94,"['drama', 'documentation']",,7.6,"7,502"
ts223192,Hospital Playlist,SHOW,2020,92,"['comedy', 'drama']",2.0,8.8,8.4
ts105825,The Valhalla Murders,SHOW,2019,47,"['crime', 'drama', 'thriller', 'scifi']",1.0,7.1,"6,775"
ts83810,Cannon Busters,SHOW,2019,24,"['scifi', 'action', 'fantasy', 'animation']",1.0,6.7,"5,979"
tm931330,BLACKPINK: Light Up the Sky,MOVIE,2020,79,"['documentation', 'music']",,7.3,"8,278"
ts236725,Lenox Hill,SHOW,2020,48,['documentation'],1.0,8.7,6.8
tm977772,40 Sticks,MOVIE,2020,93,['thriller'],,5.5,6.0
tm898169,If Anything Happens I Love You,MOVIE,2020,13,['drama'],,,"7,767"
ts106141,The Chosen One,SHOW,2019,44,"['thriller', 'drama']",2.0,5.8,8.2
ts214718,At Eighteen,SHOW,2019,55,"['drama', 'comedy']",1.0,,6.5
ts236850,Children of Adam,SHOW,2020,41,"['action', 'drama']",1.0,7.7,8.5
tm514494,Offering to the Storm,MOVIE,2020,139,"['crime', 'thriller', 'european']",,6.2,6.5
tm459789,The Lovebirds,MOVIE,2020,86,"['comedy', 'romance', 'action', 'crime', 'thriller']",,6.1,6.1
ts83491,WHAT / IF,SHOW,2019,52,"['drama', 'thriller', 'romance']",1.0,6.3,6.5
tm372035,Paris Is Us,MOVIE,2019,84,"['drama', 'european']",,4.6,4.3
tm898759,Fatal Affair,MOVIE,2020,89,"['thriller', 'crime', 'drama']",,4.6,"5,734"
ts255880,Dream Home Makeover,SHOW,2020,28,['reality'],4.0,5.7,6.6
ts223759,Killer Inside: The Mind of Aaron Hernandez,SHOW,2020,67,"['crime', 'documentation', 'sport']",1.0,7.4,7.21
tm426630,Soni,MOVIE,2019,97,"['drama', 'crime']",,7.1,"6,719"
ts219162,Inside Bill's Brain: Decoding Bill Gates,SHOW,2019,53,['documentation'],1.0,7.8,7.4
ts106536,White Lines,SHOW,2020,55,"['crime', 'drama', 'thriller']",1.0,6.6,6.8
ts82739,Women of the Night,SHOW,2019,47,"['drama', 'crime']",2.0,6.4,"6,933"
ts83082,Living with Yourself,SHOW,2019,27,"['comedy', 'drama', 'scifi']",1.0,7.2,"6,729"
ts250871,The Business of Drugs,SHOW,2020,43,"['crime', 'documentation']",1.0,7.2,7.0
ts88744,Losers,SHOW,2019,8,"['documentation', 'sport', 'comedy', 'european']",1.0,7.6,"7,536"
tm858416,Guilty,MOVIE,2020,119,"['drama', 'thriller']",,,"6,684"
tm453903,Elisa & Marcela,MOVIE,2019,118,"['drama', 'romance', 'european']",,6.6,7.3
tm973536,Kevin Hart: Zero F**ks Given,MOVIE,2020,69,['comedy'],,6.1,"6,862"
ts224907,Backstreet Rookie,SHOW,2020,62,"['comedy', 'drama', 'romance', 'action']",1.0,7.5,7.4
tm855827,Pete Davidson: Alive from New York,MOVIE,2020,49,['comedy'],,6.1,6.1
tm918701,Don't Listen,MOVIE,2020,97,"['horror', 'thriller', 'drama', 'european']",,,"6,552"
ts87986,Dolly Parton's Heartstrings,SHOW,2019,65,"['drama', 'music', 'comedy']",1.0,7.6,7.2
tm355413,The Informer,MOVIE,2019,109,"['thriller', 'drama', 'action', 'crime']",,6.6,"6,516"
tm498803,Spenser Confidential,MOVIE,2020,111,"['action', 'comedy', 'crime', 'drama', 'thriller']",,6.2,"6,536"
ts219080,Caliphate,SHOW,2020,48,"['war', 'drama', 'crime', 'thriller']",1.0,8.2,7.3
tm947555,Sarah Cooper: Everything's Fine,MOVIE,2020,49,['comedy'],,5.5,5.4
tm845512,Horse Girl,MOVIE,2020,104,['drama'],,,5.6
tm824559,"Bikram: Yogi, Guru, Predator",MOVIE,2019,86,"['crime', 'documentation']",,6.7,6.4
ts268799,Equinox,SHOW,2020,46,"['scifi', 'drama']",1.0,,"7,414"
ts218176,The Big Show Show,SHOW,2020,26,"['comedy', 'family']",1.0,6.3,7.5
ts226617,The Innocence Files,SHOW,2020,64,"['documentation', 'crime', 'drama']",1.0,8.0,7.2
tm833638,The Forest of Love,MOVIE,2019,151,"['thriller', 'crime', 'drama', 'horror']",,6.3,6.5
tm439163,Brahms: The Boy II,MOVIE,2020,86,"['horror', 'thriller', 'drama']",,4.7,"5,993"
tm894619,Feel the Beat,MOVIE,2020,109,"['comedy', 'drama', 'family']",,6.3,"7,659"
tm470378,ReMastered: Devil at the Crossroads,MOVIE,2019,48,"['music', 'documentation']",,7.0,6.9
ts221151,Living Undocumented,SHOW,2019,43,['documentation'],1.0,7.0,6.6
tm450462,Petta,MOVIE,2019,172,"['drama', 'action']",,7.3,7.2
tm863890,Rising High,MOVIE,2020,94,"['drama', 'comedy']",,6.0,6.7
tm464527,ReMastered: The Miami Showband Massacre,MOVIE,2019,70,"['documentation', 'crime', 'music']",,6.9,6.7
tm952590,What Lies Below,MOVIE,2020,87,"['thriller', 'scifi', 'drama', 'horror']",,4.4,5.3
tm838687,Holiday in the Wild,MOVIE,2019,85,"['comedy', 'documentation', 'drama', 'romance']",,6.1,6.5
tm819107,Aziz Ansari: Right Now,MOVIE,2019,65,['comedy'],,7.5,"7,256"
ts223456,Pandemic: How to Prevent an Outbreak,SHOW,2020,48,['documentation'],1.0,6.4,6.9
tm458363,Juanita,MOVIE,2019,90,['drama'],,6.0,5.3
tm845532,Mucho Mucho Amor: The Legend of Walter Mercado,MOVIE,2020,96,['documentation'],,7.3,7.5
ts225379,The Good Detective,SHOW,2020,67,"['drama', 'thriller', 'crime']",2.0,,8.8
ts224859,The Pharmacist,SHOW,2020,54,"['documentation', 'crime']",1.0,7.7,7.8
ts254817,A Perfect Crime,SHOW,2020,43,"['crime', 'documentation']",1.0,7.3,7.2
tm826875,Back to School,MOVIE,2019,83,['comedy'],,5.3,"5,412"
ts236332,Absurd Planet,SHOW,2020,20,['documentation'],1.0,3.9,5.6
tm417416,Five Feet Apart,MOVIE,2019,116,"['drama', 'romance']",,7.2,8.3
ts213544,Rookie Historian Goo Hae-Ryung,SHOW,2019,50,"['comedy', 'drama', 'history', 'romance']",1.0,8.1,8.2
ts251929,DeMarcus Family Rules,SHOW,2020,28,['reality'],1.0,6.5,4.3
tm880059,All Day and a Night,MOVIE,2020,121,['drama'],,6.0,6.2
tm457856,ReMastered: The Two Killings of Sam Cooke,MOVIE,2019,74,"['documentation', 'music']",,7.2,6.9
ts236501,Valeria,SHOW,2020,41,"['drama', 'comedy', 'romance']",2.0,6.5,7.5
ts225867,The English Game,SHOW,2020,47,['drama'],1.0,,7.6
tm418847,The Silence,MOVIE,2019,90,"['horror', 'drama', 'thriller', 'scifi', 'european']",,5.3,"6,024"
ts268551,Run On,SHOW,2020,70,"['drama', 'romance']",1.0,7.5,7.8
ts85398,Our Planet,SHOW,2019,50,['documentation'],1.0,9.3,"8,538"
tm459512,To All the Boys: P.S. I Still Love You,MOVIE,2020,102,"['comedy', 'drama', 'romance']",,6.0,"6,889"
tm848995,Jingle Jangle: A Christmas Journey,MOVIE,2020,122,"['fantasy', 'family']",,6.4,6.7
tm890674,Becoming,MOVIE,2020,89,['documentation'],,7.0,"7,507"
ts252318,Million Dollar Beach House,SHOW,2020,28,['reality'],1.0,4.2,4.8
tm918962,Fearless,MOVIE,2020,89,"['animation', 'family', 'scifi', 'documentation', 'comedy']",,4.9,6.1
tm898262,Coven,MOVIE,2020,92,"['drama', 'history', 'thriller', 'horror', 'action']",,6.4,6.7
ts89182,Green Door,SHOW,2019,49,"['drama', 'comedy', 'horror', 'thriller']",1.0,6.4,6.8
tm850723,Altered Carbon: Resleeved,MOVIE,2020,75,"['animation', 'thriller', 'action', 'crime', 'drama', 'scifi']",,6.5,6.48
tm933826,Serious Men,MOVIE,2020,115,"['drama', 'comedy']",,6.8,6.8
ts286390,MerlÃ­. Sapere Aude,SHOW,2019,45,"['drama', 'comedy']",2.0,7.7,"8,316"
tm912373,Jim Jefferies: Intolerant,MOVIE,2020,66,['comedy'],,7.2,7.16
ts215012,Kipo and the Age of Wonderbeasts,SHOW,2020,23,"['family', 'fantasy', 'scifi', 'animation', 'action', 'comedy']",3.0,8.3,8.4
tm821143,Ma Rainey's Black Bottom,MOVIE,2020,94,"['drama', 'music', 'documentation']",,6.9,"6,682"
tm810423,"Colin Quinn: Red State, Blue State",MOVIE,2019,65,['comedy'],,7.6,7.3
ts252015,GAME ON: A Comedy Crossover Event,SHOW,2020,28,"['comedy', 'family']",2.0,5.6,6.9
tm467299,Anthony Jeselnik: Fire in the Maternity Ward,MOVIE,2019,64,['comedy'],,7.2,7.1
tm925225,The Shadow,MOVIE,2019,15,"['drama', 'horror']",,,
ts83657,The Order,SHOW,2019,48,"['scifi', 'horror', 'drama', 'fantasy']",2.0,6.7,"7,818"
tm917999,"Rob Schneider: Asian Momma, Mexican Kids",MOVIE,2020,44,['comedy'],,5.5,6.2
ts225716,Family Business,SHOW,2019,46,"['comedy', 'family']",3.0,7.4,7.2
ts225460,Freud,SHOW,2020,53,"['drama', 'thriller', 'crime']",1.0,,"7,313"
tm554944,Love Wedding Repeat,MOVIE,2020,100,"['comedy', 'romance']",,5.5,"5,662"
tm483602,Malang,MOVIE,2020,135,"['drama', 'action', 'crime', 'romance', 'thriller']",,6.5,"7,194"
ts84663,The Politician,SHOW,2019,43,"['comedy', 'drama']",2.0,7.5,"7,313"
tm847629,Dolly Parton: Here I Am,MOVIE,2019,90,"['documentation', 'music']",,7.3,7.5
tm986700,All My Friends Are Dead,MOVIE,2020,95,"['thriller', 'comedy', 'drama', 'crime']",,5.8,5.8
ts86365,Rilakkuma and Kaoru,SHOW,2019,12,"['animation', 'comedy', 'drama', 'family']",1.0,8.3,"7,443"
tm840438,Mike Birbiglia: The New One,MOVIE,2019,85,['comedy'],,7.7,7.2
tm853783,David Attenborough: A Life on Our Planet,MOVIE,2020,83,['documentation'],,8.9,8.5
tm448792,In the Shadow of the Moon,MOVIE,2019,115,"['thriller', 'action', 'crime', 'scifi']",,6.2,"6,151"
tm813936,Adam Devine: Best Time of Our Lives,MOVIE,2019,58,['comedy'],,5.9,6.5
ts269740,How to Ruin Christmas,SHOW,2020,50,"['drama', 'comedy']",3.0,6.4,"9,143"
tm446176,American Factory,MOVIE,2019,115,['documentation'],,7.4,7.2
ts254045,Sneakerheads,SHOW,2020,24,['comedy'],1.0,,7.5
tm981451,Death to 2020,MOVIE,2020,70,['comedy'],,6.8,"6,534"
ts90937,Stateless,SHOW,2020,53,['drama'],1.0,7.5,6.7
tm893480,Project Power,MOVIE,2020,113,"['action', 'scifi', 'thriller', 'crime']",,6.0,"6,507"
tm879609,Brave Blue World,MOVIE,2020,50,['documentation'],,6.7,6.3
tm475783,Jo Koy: Cominâ€™ In Hot,MOVIE,2019,60,['comedy'],,7.4,6.8
ts106126,The Bonfire of Destiny,SHOW,2019,50,"['drama', 'history']",1.0,7.6,"7,426"
ts236769,"Coronavirus, Explained",SHOW,2020,23,['documentation'],1.0,7.6,7.2
tm461907,Rakkhosh,MOVIE,2019,113,['horror'],,4.8,6.1
tm845496,Crip Camp: A Disability Revolution,MOVIE,2020,106,"['documentation', 'history']",,7.7,7.2
tm910612,The Claus Family,MOVIE,2020,96,"['fantasy', 'comedy', 'family']",,5.5,"5,825"
tm452900,ReMastered: Massacre at the Stadium,MOVIE,2019,64,"['documentation', 'drama']",,7.3,7.4
ts218888,BNA,SHOW,2020,24,"['action', 'animation', 'scifi', 'comedy', 'fantasy']",1.0,7.2,8.4
tm822246,The Forty-Year-Old Version,MOVIE,2020,123,"['drama', 'comedy']",,7.2,6.9
tm818502,"Live Twice, Love Once",MOVIE,2019,101,"['comedy', 'drama', 'european']",,7.2,"7,479"
tm816992,Double World,MOVIE,2020,110,"['fantasy', 'action']",,6.2,"6,668"
ts89048,My First First Love,SHOW,2019,48,['drama'],2.0,7.5,8.3
tm840761,The Princess Switch: Switched Again,MOVIE,2020,97,"['family', 'romance', 'comedy']",,,6.91
tm845370,After the Raid,MOVIE,2019,25,['documentation'],,,5.5
ts218890,Drifting Dragons,SHOW,2020,24,"['action', 'scifi', 'animation', 'fantasy']",1.0,6.1,7.7
tm886087,Skemerson,MOVIE,2019,87,['drama'],,6.7,7.0
tm465231,Nate Bargatze: The Tennessee Kid,MOVIE,2019,60,['comedy'],,7.6,7.5
tm844497,The Irishman: In Conversation,MOVIE,2019,23,['documentation'],,,7.5
tm442199,Shanghai Fortress,MOVIE,2019,107,"['scifi', 'war', 'action']",,4.4,"5,578"
tm810642,Manmadhudu 2,MOVIE,2019,155,"['romance', 'comedy', 'drama']",,4.8,6.0
ts254293,The American Barbecue Showdown,SHOW,2020,44,['reality'],1.0,7.1,5.9
tm452867,Jo Pil-ho: The Dawning Rage,MOVIE,2019,127,"['drama', 'thriller', 'crime', 'action']",,6.3,"6,068"
tm452929,The Little Switzerland,MOVIE,2019,86,"['comedy', 'european']",,4.8,4.7
tm458893,"Oh, Ramona!",MOVIE,2019,109,"['romance', 'comedy', 'european']",,4.8,5.8
tm938227,Dolly Parton's Christmas on the Square,MOVIE,2020,98,"['comedy', 'music', 'family']",,5.2,"5,925"
ts222802,Once Upon a Time in Lingjian Mountain,SHOW,2019,44,"['scifi', 'action', 'comedy', 'drama', 'fantasy', 'romance']",2.0,7.2,6.2
tm938466,Kitty Love: An Homage to Cats,MOVIE,2020,60,"['documentation', 'european']",,5.1,4.8
tm824477,Over the Moon,MOVIE,2020,95,"['scifi', 'romance', 'animation', 'comedy', 'family', 'fantasy']",,6.3,7.3
ts251512,Immigration Nation,SHOW,2020,63,['documentation'],1.0,7.6,"6,913"
ts219561,"The Mind, Explained",SHOW,2019,22,['documentation'],2.0,8.0,7.6
ts104840,Skylines,SHOW,2019,57,"['music', 'crime', 'drama', 'documentation', 'reality']",1.0,7.5,7.1
ts90621,Kota Factory,SHOW,2019,41,"['comedy', 'drama']",2.0,9.0,8.1
ts87680,Playing with Fire,SHOW,2019,58,['drama'],1.0,5.9,"6,056"
tm452574,"Ray Romano: Right Here, Around the Corner",MOVIE,2019,58,"['comedy', 'documentation']",,7.2,6.8
ts89881,Mr. Iglesias,SHOW,2019,29,['comedy'],3.0,7.1,7.7
tm452578,Miranda Sings Live... Your Welcome,MOVIE,2019,61,['comedy'],,5.6,5.6
tm423624,Ek Ladki Ko Dekha Toh Aisa Laga,MOVIE,2019,121,"['drama', 'comedy', 'crime', 'romance']",,5.6,5.8
ts88485,Green Eggs and Ham,SHOW,2019,27,"['animation', 'action', 'family', 'comedy', 'drama', 'romance', 'fantasy']",2.0,8.2,8.2
ts91125,Chief of Staff,SHOW,2019,66,['war'],2.0,,8.1
ts222367,We Are the Wave,SHOW,2019,49,['drama'],1.0,6.2,5.6
tm947446,Finding Agnes,MOVIE,2020,105,['drama'],,5.0,4.3
tm849003,The Old Guard,MOVIE,2020,125,"['action', 'fantasy', 'thriller']",,6.6,"7,181"
ts88146,Larry Charles' Dangerous World of Comedy,SHOW,2019,59,"['documentation', 'comedy']",1.0,7.3,6.0
tm428557,The Laundromat,MOVIE,2019,96,"['drama', 'comedy', 'crime', 'history']",,6.3,"6,019"
tm444564,Tattoo of Revenge,MOVIE,2020,150,"['thriller', 'comedy', 'romance']",,5.0,5.0
ts223895,"Hi Bye, Mama!",SHOW,2020,57,"['scifi', 'comedy', 'drama', 'fantasy']",2.0,7.9,"8,138"
tm443615,Rebecca,MOVIE,2020,123,"['thriller', 'drama', 'romance']",,6.0,"6,304"
tm885860,Hannah Gadsby: Douglas,MOVIE,2020,72,['comedy'],,,"7,281"
tm426983,Joy,MOVIE,2019,99,"['drama', 'european']",,6.6,6.0
ts188991,Someone Has to Die,SHOW,2020,50,"['crime', 'drama', 'thriller']",1.0,6.3,7.2
ts87364,Conversations with a Killer: The Ted Bundy Tapes,SHOW,2019,59,"['documentation', 'crime', 'history']",1.0,7.8,"7,542"
tm678022,The Prom,MOVIE,2020,130,"['comedy', 'drama', 'music', 'romance']",,5.9,"6,196"
tm919869,And Tomorrow the Entire World,MOVIE,2020,111,"['crime', 'romance', 'drama']",,6.0,5.9
ts284800,Criminal: UK,SHOW,2019,44,"['drama', 'crime', 'thriller']",2.0,7.6,"7,291"
tm420181,Spelling the Dream,MOVIE,2020,82,['documentation'],,6.9,7.0
tm826368,American Son,MOVIE,2019,90,['drama'],,5.9,6.1
ts251119,Hook,SHOW,2020,43,"['drama', 'romance', 'sport']",1.0,6.5,5.2
tm475162,American Woman,MOVIE,2019,85,['drama'],,,5.3
tm444017,"Extremely Wicked, Shockingly Evil and Vile",MOVIE,2019,108,"['crime', 'drama', 'thriller']",,6.7,"7,017"
tm470597,A Kid from Coney Island,MOVIE,2020,89,"['documentation', 'sport']",,7.0,6.8
ts269690,Schulz Saves America,SHOW,2020,17,['comedy'],1.0,7.4,"6,778"
ts113748,Twelve Forever,SHOW,2019,14,"['comedy', 'family', 'fantasy', 'animation', 'action']",1.0,6.8,6.6
ts213071,Sleepless Society: Nyctophobia,SHOW,2019,48,"['thriller', 'drama']",1.0,6.0,9.3
tm857921,The Present,MOVIE,2020,24,['drama'],,,"7,034"
ts93611,October Faction,SHOW,2020,41,"['drama', 'fantasy', 'horror', 'scifi']",1.0,6.2,6.78
tm464212,Antoine Griezmann: The Making of a Legend,MOVIE,2019,60,"['documentation', 'sport']",,6.5,7.1
tm1028083,Red Snow,MOVIE,2020,100,['drama'],,4.7,5.3
ts257301,Big Timber,SHOW,2020,54,['reality'],3.0,6.9,7.0
ts262778,Santiago of the Seas,SHOW,2020,21,"['action', 'family', 'fantasy', 'animation']",2.0,6.8,7.3
tm840208,Jeff Garlin: Our Man in Chicago,MOVIE,2019,58,['comedy'],,5.9,6.0
ts216513,The Healing Powers of Dude,SHOW,2020,25,"['comedy', 'drama', 'family', 'fantasy', 'action']",1.0,6.6,7.2
ts89075,Her Private Life,SHOW,2019,75,"['drama', 'comedy', 'romance']",2.0,7.7,"7,713"
ts243256,Social Distance,SHOW,2020,20,"['comedy', 'drama']",1.0,5.9,6.7
ts221653,God Troubles Me,SHOW,2019,14,"['scifi', 'comedy', 'animation']",3.0,8.0,"6,833"
tm918894,Anelka: Misunderstood,MOVIE,2020,94,"['documentation', 'sport']",,6.4,6.5
tm447439,System Crasher,MOVIE,2019,119,"['drama', 'european']",,7.8,"7,675"
tm462277,Romeo Akbar Walter,MOVIE,2019,140,"['thriller', 'action', 'drama']",,6.6,"6,424"
ts224072,Self Made: Inspired by the Life of Madam C.J. Walker,SHOW,2020,47,"['drama', 'history']",1.0,7.3,"7,446"
tm499985,Light in the Dark,MOVIE,2020,105,"['thriller', 'drama']",,5.8,3.0
tm811971,Oprah Winfrey Presents: When They See Us Now,MOVIE,2019,61,['documentation'],,7.8,"8,088"
ts79695,Sintonia,SHOW,2019,44,"['drama', 'crime', 'music']",3.0,6.7,8.2
tm934040,American Murder: The Family Next Door,MOVIE,2020,83,"['thriller', 'documentation', 'crime']",,7.2,7.3
tm285317,IO,MOVIE,2019,96,"['scifi', 'drama', 'romance']",,4.8,"4,882"
ts83107,V Wars,SHOW,2019,42,"['drama', 'scifi', 'horror']",1.0,6.0,"7,607"
ts82851,Messiah,SHOW,2020,45,"['drama', 'thriller']",1.0,7.6,"7,333"
ts223308,Astronomy Club: The Sketch Show,SHOW,2019,20,['comedy'],1.0,7.0,7.0
ts105047,To the Lake,SHOW,2019,51,"['drama', 'scifi', 'thriller']",2.0,7.2,"7,518"
tm447520,Sebastian Maniscalco: Stay Hungry,MOVIE,2019,65,['comedy'],,7.1,6.4
ts216493,The Naked Director,SHOW,2019,50,"['drama', 'comedy']",2.0,7.7,"7,475"
ts237773,Curon,SHOW,2020,47,"['drama', 'thriller', 'scifi']",1.0,,"6,953"
ts218986,Flower Crew: Joseon Marriage Agency,SHOW,2019,67,['drama'],1.0,,6.9
tm826563,A Cinderella Story: Christmas Wish,MOVIE,2019,85,['comedy'],,5.3,6.4
ts218803,Diagnosis,SHOW,2019,27,"['documentation', 'reality']",2.0,7.5,7.9
ts222455,The Devil Next Door,SHOW,2019,46,"['documentation', 'crime', 'history']",1.0,7.5,"7,257"
tm474263,Still Laugh-In: The Stars Celebrate,MOVIE,2019,60,"['comedy', 'music']",,5.2,5.3
ts101408,The Mess You Leave Behind,SHOW,2020,45,"['thriller', 'crime', 'drama']",1.0,6.8,"6,945"
ts87599,Somewhere Only We Know,SHOW,2019,58,"['drama', 'romance']",1.0,7.2,6.8
ts91039,The Chef Show,SHOW,2019,31,['documentation'],2.0,8.2,7.8
tm474061,Malibu Rescue,MOVIE,2019,69,"['comedy', 'action', 'family']",,5.0,6.3
ts251587,MIU 404,SHOW,2020,47,"['drama', 'crime']",1.0,7.1,8.0
tm451852,The 3rd Eye 2,MOVIE,2019,115,"['thriller', 'drama', 'fantasy', 'horror']",,5.4,5.7
tm814894,ParchÃ­s: the Documentary,MOVIE,2019,106,"['documentation', 'music']",,6.8,6.7
ts222838,I'm with the Band: Nasty Cherry,SHOW,2019,33,['reality'],1.0,,"6,962"
tm945168,Secrets of the Saqqara Tomb,MOVIE,2020,113,"['documentation', 'history']",,7.2,7.4
tm457296,Kevin Hart's Guide to Black History,MOVIE,2019,63,['comedy'],,5.6,"5,423"
tm419425,The Poison Rose,MOVIE,2019,108,"['thriller', 'drama', 'crime', 'european']",,4.7,"4,585"
ts90648,I Have A Script,SHOW,2019,45,['drama'],1.0,,10.0
tm837756,I'm No Longer Here,MOVIE,2020,112,['drama'],,7.3,7.8
tm844208,What the F* Is Going On?,MOVIE,2019,86,['documentation'],,7.5,6.2
tm471967,Lost Girls,MOVIE,2020,95,"['thriller', 'history', 'drama', 'crime']",,6.1,6.1
tm834230,The Silence of the Marsh,MOVIE,2019,92,"['thriller', 'european']",,,5.3
tm836638,The Man Without Gravity,MOVIE,2019,107,"['comedy', 'fantasy', 'drama']",,5.8,7.2
tm839761,"Kalel, 15",MOVIE,2019,104,['drama'],,7.3,8.2
tm888080,The Last Days of American Crime,MOVIE,2020,149,"['action', 'crime', 'thriller', 'scifi', 'drama']",,3.8,6.6
tm897771,Picture a Scientist,MOVIE,2020,97,['documentation'],,,7.0
tm461726,Ghosts of Sugar Land,MOVIE,2019,21,['documentation'],,,5.7
ts217045,Levius,SHOW,2019,25,"['animation', 'action', 'scifi']",1.0,7.0,7.8
ts215166,Scams,SHOW,2019,24,"['action', 'crime', 'drama']",1.0,6.4,6.8
ts90645,Drug Squad: Costa del Sol,SHOW,2019,64,"['action', 'drama', 'romance', 'thriller']",1.0,6.8,7.0
