id,title,type,release_year,runtime,genres,seasons,imdb_score,tmdb_score
ts300399,Five Came Back: The Reference Films,SHOW,1945,51,['documentation'],1.0,,
tm82169,Rocky,MOVIE,1976,119,"['drama', 'sport']",,8.1,"7,782"
tm17823,Grease,MOVIE,1978,110,"['romance', 'comedy']",,7.2,"7,406"
tm191099,The Sting,MOVIE,1973,129,"['crime', 'drama', 'comedy', 'music']",,8.3,8.02
tm69975,Rocky II,MOVIE,1979,119,"['drama', 'sport']",,7.3,"7,246"
tm127384,Monty Python and the Holy Grail,MOVIE,1975,91,"['fantasy', 'comedy']",,8.2,"7,804"
tm17249,Animal House,MOVIE,1978,109,['comedy'],,7.4,7.02
ts22164,Monty Python's Flying Circus,SHOW,1969,30,"['comedy', 'european']",4.0,8.8,"8,258"
tm70993,Life of Brian,MOVIE,1979,94,['comedy'],,8.0,"7,762"
tm16479,White Christmas,MOVIE,1954,120,"['comedy', 'music', 'romance']",,7.5,7.2
tm91699,Heroes,MOVIE,1977,112,"['drama', 'comedy', 'romance']",,6.0,6.5
tm12775,Play Misty for Me,MOVIE,1971,102,"['drama', 'thriller']",,6.9,"6,612"
tm135083,Cairo Station,MOVIE,1958,77,"['drama', 'comedy', 'crime']",,7.5,7.4
tm69997,Richard Pryor: Live in Concert,MOVIE,1979,78,"['comedy', 'documentation']",,8.1,"7,432"
tm16812,Bandie,MOVIE,1978,141,"['drama', 'romance', 'action']",,4.8,6.0
tm75975,Prince,MOVIE,1969,152,['romance'],,6.8,7.0
tm156453,FTA,MOVIE,1972,97,"['comedy', 'documentation', 'music']",,6.4,6.1
ts45948,Monty Python's Fliegender Zirkus,SHOW,1972,43,['comedy'],1.0,8.1,7.0
tm89386,Hitler: A Career,MOVIE,1977,150,"['documentation', 'history', 'european']",,7.5,7.4
tm71909,Amrapali,MOVIE,1966,120,['fantasy'],,6.7,6.3
tm100027,Alibaba Aur 40 Chor,MOVIE,1980,138,"['drama', 'action', 'romance', 'fantasy', 'family']",,6.2,6.8
tm107372,Manoranjan,MOVIE,1974,162,"['romance', 'comedy', 'drama']",,6.5,5.3
tm10204,Professor,MOVIE,1962,163,"['drama', 'comedy', 'romance']",,6.9,5.8
tm336403,Khoon Khoon,MOVIE,1973,131,"['crime', 'drama', 'thriller']",,5.3,3.8
tm27298,Saladin the Victorious,MOVIE,1963,186,"['drama', 'history', 'romance', 'war', 'action']",,7.6,7.1
tm123318,The Other Side of the Mountain,MOVIE,1975,103,"['drama', 'romance']",,6.4,6.2
tm204541,Dark Waters,MOVIE,1956,120,"['drama', 'romance', 'thriller']",,6.7,"5,556"
tm19608,The Blazing Sun,MOVIE,1954,100,"['drama', 'crime', 'romance']",,7.4,"6,865"
tm90896,The Return of the Prodigal Son,MOVIE,1976,124,"['drama', 'crime']",,7.1,"5,577"
tm14350,Alexandriaâ€¦ Why?,MOVIE,1980,133,['drama'],,7.3,6.3
tm123613,Salaakhen,MOVIE,1975,133,"['thriller', 'action']",,5.8,6.7
tm81728,The Land,MOVIE,1970,129,['drama'],,8.0,8.4
tm321219,Elaan,MOVIE,1971,142,"['action', 'thriller', 'drama']",,5.8,6.0
tm259684,Whispers,MOVIE,1980,93,['documentation'],,7.8,5.0
tm344089,Lal Patthar,MOVIE,1971,153,['drama'],,6.1,7.0
ts20681,Seinfeld,SHOW,1989,24,['comedy'],9.0,8.9,"8,294"
tm1217553,Top Gun,MOVIE,1986,110,"['drama', 'action']",,6.9,"7,027"
tm140433,Road House,MOVIE,1989,114,"['action', 'thriller']",,6.7,6.59
tm131198,Rocky IV,MOVIE,1985,91,"['drama', 'sport']",,6.8,"7,067"
tm120386,Labyrinth,MOVIE,1986,101,"['fantasy', 'family', 'european']",,7.3,"7,272"
tm48779,Rocky III,MOVIE,1982,95,"['drama', 'sport']",,6.8,"6,863"
tm125473,Fletch,MOVIE,1985,98,"['comedy', 'crime', 'thriller']",,6.9,"6,728"
tm2244,The 'Burbs,MOVIE,1989,102,"['thriller', 'comedy']",,6.8,6.7
tm155460,Rocky V,MOVIE,1990,104,"['drama', 'sport']",,5.3,5.8
tm40803,Twins,MOVIE,1988,106,"['comedy', 'crime']",,6.1,"5,974"
tm13,Out of Africa,MOVIE,1986,161,"['drama', 'romance']",,7.1,7.2
tm144353,Parenthood,MOVIE,1989,124,"['comedy', 'drama']",,7.1,6.72
ts21715,Thomas & Friends,SHOW,1984,10,"['animation', 'family', 'fantasy', 'music', 'drama', 'comedy', 'action', 'war']",24.0,6.5,"6,483"
tm119312,Legal Eagles,MOVIE,1986,116,"['comedy', 'romance', 'crime']",,6.0,6.0
tm24110,Strange Voices,MOVIE,1987,100,['drama'],,6.2,6.8
ts2760,Fireman Sam,SHOW,1987,10,"['comedy', 'animation', 'family', 'crime', 'european']",13.0,6.1,"6,826"
tm157853,In Defense of a Married Man,MOVIE,1990,94,"['drama', 'crime']",,5.5,5.0
tm127515,The Four Seasons,MOVIE,1981,107,"['romance', 'comedy', 'drama']",,6.8,"6,282"
tm133914,Parrot Sketch Not Included: Twenty Years of Monty Python,MOVIE,1989,72,['comedy'],,8.1,7.1
tm52274,The Little Wars,MOVIE,1983,108,"['drama', 'war', 'european']",,6.4,5.5
tm49037,Mobile Suit Gundam III: Encounters in Space,MOVIE,1982,144,"['animation', 'action', 'drama', 'scifi', 'war']",,7.6,"7,561"
tm62924,Monty Python Live at the Hollywood Bowl,MOVIE,1982,77,"['comedy', 'documentation']",,7.9,7.4
ts987,Danger Mouse,SHOW,1981,14,"['animation', 'comedy', 'family', 'scifi', 'action', 'european']",10.0,7.4,7.2
tm147829,Unspeakable Acts,MOVIE,1990,100,['drama'],,6.1,5.3
tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,1981,135,"['animation', 'action', 'drama', 'scifi', 'war']",,7.2,"7,291"
tm40103,Mobile Suit Gundam: Char's Counterattack,MOVIE,1988,124,"['animation', 'action', 'drama', 'scifi', 'war']",,7.3,"6,907"
tm126769,Waiting for the Hearse,MOVIE,1985,87,['comedy'],,8.0,8.18
tm114356,The George McKenna Story,MOVIE,1986,100,['drama'],,6.0,6.1
tm137013,The Ryan White Story,MOVIE,1989,102,['drama'],,7.2,"6,308"
tm52815,Disco Dancer,MOVIE,1982,134,"['drama', 'romance']",,6.4,5.45
tm94651,Dostana,MOVIE,1982,161,"['drama', 'comedy', 'romance', 'action', 'crime']",,1.7,6.1
tm446654,Mujrim,MOVIE,1989,162,"['drama', 'action', 'crime']",,5.5,8.0
tm172482,Sohni Mahiwal,MOVIE,1985,160,"['drama', 'romance', 'action']",,6.1,5.8
tm157603,Dil,MOVIE,1990,172,"['drama', 'comedy', 'romance']",,6.6,6.5
tm411457,Pyar Ke Do Pal,MOVIE,1986,153,"['action', 'drama']",,6.2,10.0
tm371359,Jaal,MOVIE,1986,159,"['action', 'drama', 'thriller']",,5.2,6.7
tm342996,Duniya,MOVIE,1984,170,"['action', 'drama']",,6.4,10.0
tm348735,Aakhri Adaalat,MOVIE,1988,148,"['crime', 'action', 'thriller']",,5.4,5.0
tm311264,Muqaddar Ka Faisla,MOVIE,1987,172,"['comedy', 'drama', 'family', 'action']",,4.8,
tm151332,"Alexandria, Again and Forever",MOVIE,1990,105,['drama'],,6.5,5.3
tm258072,Adam: His Song Continues,MOVIE,1986,100,"['crime', 'drama']",,6.9,7.5
tm51083,A Stoning in Fulham County,MOVIE,1988,95,"['drama', 'thriller', 'crime']",,5.9,5.3
tm419052,Ek Jaan Hain Hum,MOVIE,1983,151,"['family', 'romance']",,6.3,7.0
tm38736,Too Young The Hero,MOVIE,1988,100,"['drama', 'war']",,6.8,6.2
tm47673,An Egyptian Story,MOVIE,1983,129,"['drama', 'fantasy']",,7.3,6.7
ts20981,Survivor,SHOW,2000,48,['reality'],44.0,7.5,"7,426"
ts21223,PokÃ©mon,SHOW,1997,22,"['scifi', 'action', 'animation', 'comedy', 'fantasy', 'family']",25.0,7.4,7.7
tm185123,Sleepless in Seattle,MOVIE,1993,105,"['comedy', 'drama', 'romance']",,6.8,"6,711"
tm122434,Forrest Gump,MOVIE,1994,142,"['comedy', 'drama', 'romance']",,8.8,"8,479"
tm123099,Reservoir Dogs,MOVIE,1992,99,"['thriller', 'crime', 'drama']",,8.3,"8,141"
ts21567,Gilmore Girls,SHOW,2000,46,"['comedy', 'drama']",8.0,8.2,"7,916"
ts34435,Cowboy Bebop,SHOW,1998,25,"['scifi', 'western', 'action', 'thriller', 'animation', 'comedy', 'drama']",1.0,8.9,"8,522"
tm60722,Galaxy Quest,MOVIE,1999,101,"['scifi', 'comedy']",,7.4,7.1
ts20983,Neon Genesis Evangelion,SHOW,1995,24,"['scifi', 'animation', 'action', 'fantasy', 'thriller', 'drama']",1.0,8.5,"8,656"
tm107165,Jerry Maguire,MOVIE,1996,138,"['drama', 'romance', 'sport', 'comedy']",,7.3,"6,947"
tm39130,Notting Hill,MOVIE,1999,124,"['romance', 'comedy', 'drama']",,7.2,"7,261"
ts21321,The Real World,SHOW,1992,32,"['reality', 'comedy', 'animation', 'documentation', 'drama']",33.0,6.3,6.1
ts20960,Power Rangers,SHOW,1993,22,"['action', 'scifi', 'family', 'fantasy', 'animation']",29.0,6.5,6.83
tm53991,Big Daddy,MOVIE,1999,93,"['comedy', 'drama', 'european']",,6.4,"6,453"
tm11556,The Quick and the Dead,MOVIE,1995,107,"['western', 'thriller', 'action', 'romance']",,6.5,6.5
ts6236,Big Brother,SHOW,2000,43,['reality'],24.0,5.5,"4,938"
tm191374,I Know What You Did Last Summer,MOVIE,1997,101,"['horror', 'thriller']",,5.7,"5,933"
ts22193,The Magic School Bus,SHOW,1994,26,"['animation', 'comedy', 'family', 'fantasy', 'scifi']",4.0,7.8,7.7
ts21034,Inuyasha,SHOW,2000,25,"['animation', 'action', 'comedy', 'drama', 'fantasy', 'romance', 'scifi']",9.0,7.9,8.6
tm12172,Kicking and Screaming,MOVIE,1995,95,"['comedy', 'drama', 'romance']",,6.7,"6,285"
tm191772,Seven Years in Tibet,MOVIE,1997,139,"['drama', 'war', 'history']",,7.1,"7,162"
ts25252,Yu-Gi-Oh!,SHOW,1998,22,"['scifi', 'action', 'family', 'fantasy', 'animation', 'comedy', 'drama']",7.0,7.3,7.23
tm53805,Stepmom,MOVIE,1998,125,"['drama', 'comedy']",,6.8,"7,148"
tm46173,The Mask of Zorro,MOVIE,1998,136,"['action', 'comedy', 'romance', 'thriller', 'western']",,6.8,6.5
tm46410,Life,MOVIE,1999,108,"['comedy', 'crime', 'drama']",,6.8,6.6
tm190835,Neon Genesis Evangelion: The End of Evangelion,MOVIE,1997,87,"['drama', 'animation', 'action', 'scifi', 'fantasy']",,8.1,"8,363"
ts11397,Adventures of Sonic the Hedgehog,SHOW,1993,22,"['scifi', 'action', 'comedy', 'western', 'family', 'animation', 'fantasy']",4.0,6.2,6.5
tm6859,My Girl,MOVIE,1991,102,"['drama', 'comedy', 'family', 'romance', 'european']",,6.9,7.4
ts27693,Kenan & Kel,SHOW,1996,25,"['family', 'comedy']",4.0,7.8,"8,253"
tm255589,One Last Shot,MOVIE,1998,30,[],,,5.2
ts21581,Girlfriends,SHOW,2000,21,"['drama', 'comedy']",8.0,7.4,"7,607"
tm64817,Jerry Seinfeld: I'm Telling You for the Last Time,MOVIE,1998,75,"['comedy', 'documentation']",,7.8,"7,468"
tm63514,The Last Days,MOVIE,1999,87,"['drama', 'documentation', 'war']",,7.9,"7,589"
tm56033,Croupier,MOVIE,1998,94,"['thriller', 'drama', 'european', 'crime']",,7.0,"6,776"
tm10811,Heavy,MOVIE,1995,105,"['drama', 'romance']",,6.8,6.8
ts16919,All That,SHOW,1994,24,"['comedy', 'family', 'music']",11.0,7.5,"8,119"
tm110217,The Nutty Professor,MOVIE,1996,95,"['romance', 'comedy', 'scifi']",,5.7,5.6
ts21684,Heartbreak High,SHOW,1994,45,"['drama', 'romance']",7.0,7.8,"7,115"
tm1280414,Evangelion: Death (True)Â²,MOVIE,1998,69,"['animation', 'scifi', 'action', 'drama']",,,7.0
ts25249,The Wiggles,SHOW,1998,20,"['family', 'fantasy', 'music', 'comedy', 'european']",10.0,8.0,"6,214"
tm55369,Edge of Seventeen,MOVIE,2000,104,"['romance', 'comedy', 'drama']",,6.8,6.5
ts22286,Cardcaptor Sakura,SHOW,1998,25,"['scifi', 'action', 'comedy', 'drama', 'family', 'fantasy', 'romance', 'animation']",4.0,8.0,"8,589"
ts28516,Okupas,SHOW,2000,40,"['drama', 'crime']",1.0,9.0,"8,635"
tm188606,Sankofa,MOVIE,1993,124,"['drama', 'european']",,7.0,6.0
tm113234,A Chinese Odyssey Part One: Pandora's Box,MOVIE,1995,88,"['action', 'comedy', 'fantasy', 'drama', 'romance']",,7.5,7.3
ts20918,The Parkers,SHOW,1999,19,['comedy'],5.0,6.9,7.9
ts20939,Moesha,SHOW,1996,21,"['drama', 'family', 'comedy']",6.0,5.8,6.9
ts21693,"Sister, Sister",SHOW,1994,22,"['comedy', 'drama', 'family']",6.0,6.3,"7,456"
tm34391,Before the Flying Circus,MOVIE,2000,55,"['comedy', 'documentation']",,7.3,8.5
tm189773,Maya Memsaab,MOVIE,1993,126,"['drama', 'romance']",,5.4,"5,806"
tm55100,Dil Se..,MOVIE,1998,163,"['drama', 'romance']",,7.5,"6,817"
tm41525,Herod's Law,MOVIE,2000,123,"['comedy', 'crime', 'drama']",,7.8,"7,983"
tm113275,A Chinese Odyssey Part Two: Cinderella,MOVIE,1995,99,"['action', 'fantasy', 'comedy', 'romance']",,7.8,7.5
tm37642,Blue Streak,MOVIE,1999,93,"['comedy', 'crime', 'thriller', 'action']",,6.3,6.5
tm184502,Kabhi Haan Kabhi Naa,MOVIE,1994,158,"['romance', 'drama', 'comedy', 'music']",,7.7,"6,523"
tm12876,Bombay,MOVIE,1995,141,"['drama', 'romance']",,8.1,7.2
tm27601,Phir Bhi Dil Hai Hindustani,MOVIE,2000,160,"['comedy', 'drama', 'romance']",,6.1,6.5
tm105716,Chaahat,MOVIE,1996,148,"['drama', 'romance']",,5.5,"6,722"
tm29212,Nutty Professor II: The Klumps,MOVIE,2000,106,"['romance', 'scifi', 'comedy']",,4.4,5.0
tm117873,Hum Aapke Hain Koun..!,MOVIE,1994,206,"['drama', 'comedy', 'romance']",,7.5,"6,415"
tm189171,Wild Tango,MOVIE,1993,124,"['drama', 'music', 'romance']",,6.7,6.2
tm67635,Kuch Kuch Hota Hai,MOVIE,1998,177,"['drama', 'romance', 'comedy']",,7.5,7.6
tm118256,Yaar Gaddar,MOVIE,1994,147,"['crime', 'action', 'drama']",,3.7,6.0
ts8570,Barney & Friends,SHOW,1992,29,"['comedy', 'family']",14.0,3.9,"4,851"
tm44776,The Other,MOVIE,1999,106,"['drama', 'romance', 'european']",,5.9,"5,955"
tm128925,Chamatkar,MOVIE,1992,163,"['comedy', 'drama', 'fantasy', 'crime']",,6.5,"6,579"
tm62176,Mann,MOVIE,1999,174,"['drama', 'romance']",,6.1,6.6
tm110766,Chronicle of a Disappearance,MOVIE,1998,84,['drama'],,6.9,6.4
tm8859,Oh Darling! Yeh Hai India!,MOVIE,1995,153,['comedy'],,4.0,5.2
ts251477,My First Errand,SHOW,1991,18,['reality'],12.0,,8.0
ts224786,Escalona,SHOW,1991,44,['drama'],1.0,,"7,612"
tm58893,Duplicate,MOVIE,1998,165,"['comedy', 'action', 'crime', 'romance', 'thriller']",,5.5,5.9
tm9898,Muthu,MOVIE,1995,165,"['comedy', 'drama', 'romance', 'action']",,7.6,7.08
tm62385,Hum Saath Saath Hain,MOVIE,1999,177,"['romance', 'family', 'drama']",,6.3,6.0
tm12482,Ram Jaane,MOVIE,1995,172,"['crime', 'action', 'drama', 'romance']",,5.4,"5,143"
tm118438,Anjaam,MOVIE,1994,146,"['drama', 'thriller', 'romance', 'crime']",,6.6,7.25
tm110225,English Babu Desi Mem,MOVIE,1996,163,"['romance', 'comedy', 'drama']",,4.6,"5,346"
tm191614,Destiny,MOVIE,1997,136,"['drama', 'history', 'romance', 'comedy']",,7.2,6.8
tm110160,Avvai Shanmugi,MOVIE,1996,160,"['drama', 'comedy']",,7.9,7.4
tm42397,Hello Brother,MOVIE,1999,131,"['romance', 'comedy', 'action', 'fantasy']",,4.6,5.7
tm184224,Sinbad: Afros and Bellbottoms,MOVIE,1993,59,"['comedy', 'documentation']",,7.7,5.5
tm184326,Damini,MOVIE,1993,175,"['drama', 'crime']",,7.8,7.8
tm57169,Monty Python: Live at Aspen,MOVIE,1998,58,"['comedy', 'documentation']",,7.8,6.9
tm47530,Jeans,MOVIE,1998,175,"['comedy', 'drama', 'romance']",,6.4,"6,483"
tm256669,Gumrah,MOVIE,1993,149,"['crime', 'drama', 'thriller', 'action']",,6.1,7.4
tm449775,Shikari,MOVIE,1991,162,"['drama', 'action']",,5.8,6.7
tm7032,Out of Life,MOVIE,1991,97,"['drama', 'crime', 'war', 'european']",,6.9,6.3
tm210754,Have You Ever Seen Fireflies? - Theatre Play,MOVIE,1999,118,"['comedy', 'drama']",,,7.8
tm334788,Yodha,MOVIE,1991,142,"['drama', 'action']",,4.5,5.0
tm192301,Minsara Kanavu,MOVIE,1997,145,"['comedy', 'drama', 'romance']",,6.7,"6,708"
tm203186,Children of Shatila,MOVIE,1999,50,"['documentation', 'history']",,7.7,6.7
tm64729,Sinbad: Nothin' but the Funk,MOVIE,1997,55,"['comedy', 'documentation']",,6.4,5.2
tm117840,The Emigrant,MOVIE,1994,129,['drama'],,6.5,6.1
tm424630,A Triumph of the Heart: The Ricky Bell Story,MOVIE,1991,100,"['drama', 'sport']",,7.2,5.1
tm204173,Aashik Aawara,MOVIE,1993,153,"['romance', 'comedy', 'drama']",,4.8,5.5
tm1096916,The Trial of Adolf Eichmann,MOVIE,1997,90,['documentation'],,7.4,7.7
tm326102,Qila,MOVIE,1998,160,"['drama', 'family', 'music']",,4.9,6.0
tm7810,Nightmare in Columbia County,MOVIE,1991,100,"['drama', 'crime', 'thriller']",,5.5,6.0
tm104933,Sinbad: Son of a Preacher Man,MOVIE,1996,56,"['comedy', 'documentation']",,6.8,5.8
ts4,Breaking Bad,SHOW,2008,48,"['drama', 'comedy', 'crime', 'thriller']",5.0,9.5,"8,868"
ts9,The Walking Dead,SHOW,2010,46,"['action', 'drama', 'horror', 'thriller']",11.0,8.1,"8,116"
ts21469,Grey's Anatomy,SHOW,2005,48,"['drama', 'romance']",19.0,7.6,"8,256"
ts17156,Arrested Development,SHOW,2003,28,['comedy'],5.0,8.7,"8,007"
ts8308,Community,SHOW,2009,23,['comedy'],6.0,8.5,8.0
ts22337,NCIS,SHOW,2003,43,"['thriller', 'comedy', 'action', 'crime', 'drama']",20.0,7.7,"7,622"
ts3371,Avatar: The Last Airbender,SHOW,2005,24,"['animation', 'action', 'family', 'fantasy']",3.0,9.3,8.7
ts21465,Supernatural,SHOW,2005,45,"['drama', 'scifi', 'thriller', 'fantasy', 'horror']",15.0,8.4,"8,303"
ts20371,Top Gear,SHOW,2002,58,"['comedy', 'reality', 'european', 'music']",33.0,8.7,7.38
tm44313,The Lord of the Rings: The Fellowship of the Ring,MOVIE,2001,178,"['fantasy', 'action', 'drama']",,8.8,"8,394"
ts288536,The Great British Baking Show,SHOW,2010,58,"['reality', 'european']",13.0,8.6,"7,611"
ts20604,Friday Night Lights,SHOW,2006,43,"['drama', 'sport']",5.0,8.7,"8,035"
ts20573,The IT Crowd,SHOW,2006,25,"['comedy', 'european']",5.0,8.5,8.13
tm113842,Minority Report,MOVIE,2002,144,"['thriller', 'action', 'crime', 'scifi']",,7.6,"7,331"
tm56184,The Dark Knight,MOVIE,2008,152,"['drama', 'thriller', 'action', 'crime']",,9.0,"8,508"
ts5716,The Amazing Race,SHOW,2001,48,"['reality', 'family', 'action']",34.0,7.8,"6,804"
ts22011,Heartland,SHOW,2007,44,"['drama', 'family']",16.0,8.5,8.29
ts11313,DEATH NOTE,SHOW,2006,24,"['animation', 'drama', 'fantasy', 'thriller', 'crime']",1.0,9.0,"8,642"
ts31787,Monster,SHOW,2004,23,"['drama', 'crime', 'thriller', 'animation']",1.0,8.7,"8,577"
tm137072,The Hangover,MOVIE,2009,100,['comedy'],,7.7,"7,309"
ts20305,Naruto,SHOW,2002,23,"['action', 'scifi', 'comedy', 'animation', 'fantasy', 'thriller']",6.0,8.4,"8,359"
tm115982,The Lord of the Rings: The Two Towers,MOVIE,2002,179,"['action', 'fantasy', 'drama']",,8.8,"8,375"
tm142381,The Lord of the Rings: The Return of the King,MOVIE,2003,201,"['fantasy', 'action', 'drama']",,9.0,"8,474"
tm169295,Brokeback Mountain,MOVIE,2005,134,"['drama', 'romance', 'european']",,7.7,7.8
ts17942,Chappelle's Show,SHOW,2003,21,"['comedy', 'music']",3.0,8.8,8.0
tm74402,The Mist,MOVIE,2007,126,"['thriller', 'horror', 'scifi']",,7.1,"6,884"
ts327,Ancient Aliens,SHOW,2010,46,"['scifi', 'documentation', 'fantasy', 'history']",19.0,8.1,6.88
tm105329,Road to Perdition,MOVIE,2002,117,"['thriller', 'drama', 'documentation', 'crime']",,7.7,"7,359"
tm97441,Easy A,MOVIE,2010,93,"['comedy', 'drama', 'romance', 'european']",,7.0,"6,817"
ts31263,The Mole,SHOW,2001,47,['reality'],5.0,7.7,"6,833"
tm20959,The Pursuit of Happyness,MOVIE,2006,117,"['drama', 'european']",,8.0,"7,902"
ts15349,American Pickers,SHOW,2010,46,"['reality', 'documentation']",31.0,7.0,"7,131"
ts12787,Code Geass: Lelouch of the Rebellion,SHOW,2006,24,"['scifi', 'action', 'animation', 'drama', 'thriller', 'war', 'fantasy']",3.0,8.7,"8,471"
ts20640,Pawn Stars,SHOW,2009,25,"['reality', 'comedy', 'documentation', 'drama']",21.0,7.2,"7,232"
ts21511,My Little Pony: Friendship Is Magic,SHOW,2010,22,"['comedy', 'scifi', 'animation', 'drama', 'music', 'family', 'fantasy']",9.0,7.7,8.1
tm88738,Closer,MOVIE,2004,103,"['drama', 'romance']",,7.2,"6,835"
tm86637,The Aviator,MOVIE,2004,170,['drama'],,7.5,"7,223"
ts29186,The Hills,SHOW,2006,23,"['reality', 'drama', 'music']",6.0,3.7,4.8
tm92619,Burlesque,MOVIE,2010,119,"['drama', 'music', 'romance']",,6.4,7.2
ts6644,Borgen,SHOW,2010,58,"['drama', 'european']",4.0,8.5,"8,082"
ts21544,Transformers: Prime,SHOW,2010,22,"['action', 'scifi', 'animation', 'comedy', 'drama', 'family']",4.0,7.9,8.1
ts22018,iCarly,SHOW,2007,26,"['family', 'comedy', 'romance']",6.0,6.7,8.0
tm181571,Zathura: A Space Adventure,MOVIE,2005,104,"['scifi', 'family', 'fantasy', 'action', 'comedy']",,6.2,6.4
tm174703,The Longest Yard,MOVIE,2005,109,"['comedy', 'crime', 'sport']",,6.4,"6,595"
tm30205,Ip Man,MOVIE,2008,106,"['drama', 'comedy', 'action', 'history']",,8.0,"7,746"
ts22456,Ned's Declassified School Survival Guide,SHOW,2004,25,"['comedy', 'family']",3.0,7.4,"8,547"
tm90305,Secret Window,MOVIE,2004,96,"['thriller', 'drama']",,6.5,"6,573"
tm35112,A Knight's Tale,MOVIE,2001,132,"['action', 'drama', 'romance']",,7.0,"6,862"
tm133732,Underworld,MOVIE,2004,121,"['thriller', 'crime', 'drama', 'action', 'fantasy', 'european']",,6.8,"6,797"
ts27541,Intervention,SHOW,2005,51,['documentation'],24.0,,"6,838"
tm138894,Transformers: Revenge of the Fallen,MOVIE,2009,149,"['scifi', 'action']",,5.9,6.1
tm155309,Julie & Julia,MOVIE,2009,123,"['romance', 'drama']",,7.0,6.7
tm137342,Tears of the Sun,MOVIE,2003,121,"['drama', 'thriller', 'war', 'action']",,6.6,6.8
ts31820,Laguna Beach,SHOW,2004,23,"['reality', 'drama']",4.0,4.8,6.1
tm88027,Along Came Polly,MOVIE,2004,90,"['comedy', 'romance']",,6.0,"5,984"
ts19036,The Fairly OddParents,SHOW,2001,23,"['comedy', 'scifi', 'family', 'fantasy', 'animation']",10.0,7.2,"7,628"
ts23752,Midnight Diner,SHOW,2009,27,"['comedy', 'drama']",5.0,8.6,8.0
ts26091,The Staircase,SHOW,2004,49,"['crime', 'documentation', 'drama']",2.0,7.8,"7,565"
tm109300,Resident Evil,MOVIE,2002,100,"['horror', 'action', 'scifi', 'european']",,6.6,"6,601"
ts38488,Hidden Passion,SHOW,2003,43,"['drama', 'romance']",2.0,7.8,"7,644"
tm151176,G.I. Joe: The Rise of Cobra,MOVIE,2009,118,"['thriller', 'action', 'scifi', 'european']",,5.7,"5,763"
ts30311,Victorious,SHOW,2010,24,"['comedy', 'family', 'romance', 'drama', 'music', 'sport']",4.0,7.0,"8,222"
tm44491,Flushed Away,MOVIE,2006,85,"['comedy', 'fantasy', 'animation', 'action', 'drama', 'family', 'romance']",,6.6,6.2
ts22267,Trailer Park Boys,SHOW,2001,25,"['comedy', 'crime']",12.0,8.6,"7,887"
tm149432,Seabiscuit,MOVIE,2003,141,"['drama', 'history', 'sport']",,7.3,7.0
tm27268,Monster House,MOVIE,2006,90,"['comedy', 'family', 'fantasy', 'animation']",,6.6,"6,659"
tm178788,King Kong,MOVIE,2005,187,"['drama', 'action', 'romance']",,7.2,"6,858"
ts22005,Total Drama Island,SHOW,2007,23,"['animation', 'drama', 'family', 'action', 'comedy']",6.0,7.4,7.3
ts32186,Sonic X,SHOW,2003,21,"['action', 'family', 'animation', 'comedy', 'fantasy', 'scifi', 'drama', 'thriller']",3.0,6.2,"7,606"
tm54010,The Order of Myths,MOVIE,2008,97,['documentation'],,6.9,6.5
ts22318,Winx Club,SHOW,2004,23,"['scifi', 'action', 'comedy', 'family', 'fantasy', 'animation', 'thriller', 'european']",8.0,6.2,8.2
tm40009,21,MOVIE,2008,123,"['drama', 'history', 'thriller', 'crime']",,6.8,6.69
ts21464,Zoey 101,SHOW,2005,25,"['drama', 'comedy', 'romance', 'family']",4.0,6.1,"8,183"
tm79939,Spanglish,MOVIE,2004,130,"['comedy', 'drama', 'romance']",,6.4,6.0
tm109495,Spirit: Stallion of the Cimarron,MOVIE,2002,82,"['western', 'animation', 'drama', 'family']",,7.2,"7,692"
tm97428,Leap Year,MOVIE,2010,100,"['comedy', 'romance', 'european']",,6.4,"6,882"
tm115660,Enough,MOVIE,2001,114,"['thriller', 'drama', 'crime']",,5.1,"6,648"
tm132647,Gamer,MOVIE,2009,95,"['thriller', 'action', 'scifi']",,5.7,"5,719"
tm31857,The Pink Panther,MOVIE,2006,93,"['comedy', 'thriller', 'crime', 'action', 'family', 'animation']",,5.6,"5,824"
tm142564,3 Idiots,MOVIE,2009,170,"['drama', 'comedy']",,8.4,7.98
tm40148,Gridiron Gang,MOVIE,2006,125,"['drama', 'crime', 'sport']",,7.1,"6,998"
tm94422,Resident Evil: Apocalypse,MOVIE,2004,94,"['action', 'scifi', 'horror', 'thriller', 'european']",,6.1,6.34
tm96208,Resident Evil: Afterlife,MOVIE,2010,97,"['action', 'horror', 'scifi', 'european', 'drama', 'fantasy', 'thriller']",,5.8,"6,042"
tm47321,Seven Pounds,MOVIE,2008,123,"['drama', 'romance']",,7.6,"7,609"
tm185635,The Legend of Zorro,MOVIE,2005,129,"['action', 'western', 'romance', 'thriller']",,5.9,6.1
ts1413,Autumn's Concerto,SHOW,2009,58,"['drama', 'romance']",1.0,7.9,"7,286"
ts24028,Still Game,SHOW,2002,29,"['comedy', 'european']",9.0,8.9,8.25
ts21740,Black Butler,SHOW,2008,25,"['animation', 'comedy', 'drama', 'thriller', 'scifi', 'fantasy', 'crime', 'action', 'horror']",3.0,8.2,7.5
tm94430,Nora's Will,MOVIE,2009,92,"['drama', 'comedy', 'thriller']",,7.2,7.0
