corrida9_vueltas.csv;0.9;100;SHOW;comedy;8.0;2017;Keir Gilchrist;5;243;ts314647;ts216744;ts364947;ts274631;243
corrida9_vueltas.csv;0.1;800;SHOW;comedy;8.0;2017;Keir Gilchrist;5;243;ts314647;ts216744;ts364947;ts274631;243
