corrida7_vueltas.csv;0.6;350;SHOW;fantasy;1.0;1956;-;10;275;ts54010;ts74929;ts219660;ts75829;275;My Runway;H20: Mermaid Adventures;Alice in Borderland;Lego Bionicle: The Journey to One
corrida7_vueltas.csv;0.6;350;MOVIE;sport;4.0;2013;-;90;179;tm887376;tm907704;tm1082515;tm907704;179;Go! Go! Cory Carson: The Chrissy;Dark City Beneath the Beat;Untold: Caitlyn Jenner;Dark City Beneath the Beat
corrida8_vueltas.csv;0.8;300;MOVIE;reality;8.0;2021;-;1220;170;tm1237053;tm1002869;tm1002869;tm1277182;170;HIT: The First Case;Fate: The Winx Saga - The Afterparty;Fate: The Winx Saga - The Afterparty;Pattathu Arasan
